year,country,wiki,lower_bound,upper_bound,mean
2020,New Zealand,svwiki,1,12,6.5
2020,New Zealand,thwiki,1,10,5.5
2020,New Zealand,ugwiki,2,20,11.0
2020,New Zealand,ukwiki,1,10,5.5
2020,New Zealand,viwiki,1,10,5.5
2020,New Zealand,zh_min_nanwiki,1,10,5.5
2020,New Zealand,zhwiki,8,20,14.0
2020,New Zealand,zuwiki,1,10,5.5
2020,Nicaragua,enwiki,13,25,19.0
2020,Nicaragua,eswiki,63,81,72.0
2020,Nicaragua,frwiki,1,10,5.5
2020,Nicaragua,itwiki,1,10,5.5
2020,Nicaragua,jawiki,1,10,5.5
2020,Nicaragua,ptwiki,1,10,5.5
2020,Nicaragua,ruwiki,1,10,5.5
2020,Nicaragua,simplewiki,1,10,5.5
2020,Nicaragua,srwiki,1,10,5.5
2020,Niger,amwiki,1,10,5.5
2020,Niger,enwiki,1,10,5.5
2020,Niger,frwiki,1,10,5.5
2020,Niger,hawiki,1,10,5.5
2020,Nigeria,afwiki,1,10,5.5
2020,Nigeria,arwiki,1,10,5.5
2020,Nigeria,aswiki,1,10,5.5
2020,Nigeria,cswiki,1,10,5.5
2020,Nigeria,cywiki,1,10,5.5
2020,Nigeria,dewiki,1,10,5.5
2020,Nigeria,enwiki,335,353,344.0
2020,Nigeria,eswiki,1,10,5.5
2020,Nigeria,frwiki,1,11,6.0
2020,Nigeria,hawiki,2,19,10.5
2020,Nigeria,idwiki,1,10,5.5
2020,Nigeria,igwiki,1,13,7.0
2020,Nigeria,ilowiki,1,10,5.5
2020,Nigeria,itwiki,1,10,5.5
2020,Nigeria,jawiki,1,10,5.5
2020,Nigeria,lawiki,1,10,5.5
2020,Nigeria,minwiki,1,10,5.5
2020,Nigeria,nlwiki,1,10,5.5
2020,Nigeria,plwiki,1,10,5.5
2020,Nigeria,ptwiki,1,10,5.5
2020,Nigeria,ruwiki,1,10,5.5
2020,Nigeria,scowiki,1,10,5.5
2020,Nigeria,simplewiki,1,12,6.5
2020,Nigeria,srwiki,1,10,5.5
2020,Nigeria,swwiki,1,10,5.5
2020,Nigeria,trwiki,1,10,5.5
2020,Nigeria,viwiki,1,15,8.0
2020,Nigeria,warwiki,1,10,5.5
2020,Nigeria,yowiki,2,18,10.0
2020,Nigeria,zhwiki,1,10,5.5
2020,Niue,enwiki,1,10,5.5
2020,Northern Mariana Islands,enwiki,1,10,5.5
2020,Northern Mariana Islands,jawiki,1,10,5.5
2020,Northern Mariana Islands,zhwiki,1,10,5.5
2020,Norway,acewiki,1,10,5.5
2020,Norway,afwiki,1,10,5.5
2020,Norway,anwiki,1,10,5.5
2020,Norway,arcwiki,1,10,5.5
2020,Norway,arwiki,1,16,8.5
2020,Norway,arzwiki,1,10,5.5
2020,Norway,astwiki,1,10,5.5
2020,Norway,avwiki,1,10,5.5
2020,Norway,azbwiki,1,10,5.5
2020,Norway,barwiki,1,10,5.5
2020,Norway,bat_smgwiki,1,10,5.5
2020,Norway,bawiki,1,10,5.5
2020,Norway,bewiki,1,10,5.5
2020,Norway,bgwiki,1,10,5.5
2020,Norway,bhwiki,1,10,5.5
2020,Norway,bjnwiki,1,10,5.5
2020,Norway,bnwiki,1,10,5.5
2020,Norway,bowiki,1,10,5.5
2020,Norway,bpywiki,1,10,5.5
2020,Norway,cawiki,1,10,5.5
2020,Norway,cebwiki,1,10,5.5
2020,Norway,ckbwiki,1,10,5.5
2020,Norway,cowiki,1,10,5.5
2020,Norway,crhwiki,1,10,5.5
2020,Norway,cswiki,1,10,5.5
2020,Norway,cywiki,1,10,5.5
2020,Norway,dawiki,6,20,13.0
2020,Norway,dewiki,2,20,11.0
2020,Norway,diqwiki,1,10,5.5
2020,Norway,dsbwiki,1,10,5.5
2020,Norway,dtywiki,1,10,5.5
2020,Norway,elwiki,1,10,5.5
2020,Norway,enwiki,247,265,256.0
2020,Norway,eowiki,1,10,5.5
2020,Norway,eswiki,1,10,5.5
2020,Norway,euwiki,1,10,5.5
2020,Norway,extwiki,1,10,5.5
2020,Norway,fawiki,2,20,11.0
2020,Norway,fiwiki,1,11,6.0
2020,Norway,fowiki,1,10,5.5
2020,Norway,frpwiki,1,10,5.5
2020,Norway,frwiki,1,11,6.0
2020,Norway,furwiki,1,10,5.5
2020,Norway,gawiki,1,10,5.5
2020,Norway,gdwiki,1,10,5.5
2020,Norway,glwiki,1,10,5.5
2020,Norway,gorwiki,1,10,5.5
2020,Norway,gvwiki,1,10,5.5
2020,Norway,hawiki,1,10,5.5
2020,Norway,hawwiki,1,10,5.5
2020,Norway,hewiki,1,12,6.5
2020,Norway,hiwiki,1,10,5.5
2020,Norway,hrwiki,1,10,5.5
2020,Norway,huwiki,1,10,5.5
2020,Norway,hywiki,1,10,5.5
2020,Norway,idwiki,1,10,5.5
2020,Norway,igwiki,1,10,5.5
2020,Norway,ilowiki,1,10,5.5
2020,Norway,iowiki,1,10,5.5
2020,Norway,iswiki,1,11,6.0
2020,Norway,itwiki,2,12,7.0
2020,Norway,jawiki,1,10,5.5
2020,Norway,kaawiki,1,10,5.5
2020,Norway,kbdwiki,1,10,5.5
2020,Norway,kmwiki,1,10,5.5
2020,Norway,koiwiki,1,10,5.5
2020,Norway,kowiki,1,10,5.5
2020,Norway,kuwiki,1,10,5.5
2020,Norway,kvwiki,1,10,5.5
2020,Norway,kwwiki,1,10,5.5
2020,Norway,lawiki,1,10,5.5
2020,Norway,lbwiki,1,10,5.5
2020,Norway,lezwiki,1,10,5.5
2020,Norway,lgwiki,1,10,5.5
2020,Norway,liwiki,1,10,5.5
2020,Norway,ltgwiki,1,10,5.5
2020,Norway,ltwiki,1,10,5.5
2020,Norway,lvwiki,1,10,5.5
2020,Norway,maiwiki,1,10,5.5
2020,Norway,map_bmswiki,1,10,5.5
2020,Norway,mdfwiki,1,10,5.5
2020,Norway,mhrwiki,1,10,5.5
2020,Norway,miwiki,1,10,5.5
2020,Norway,mkwiki,1,10,5.5
2020,Norway,mlwiki,1,10,5.5
2020,Norway,mnwiki,1,10,5.5
2020,Norway,mrjwiki,1,10,5.5
2020,Norway,mswiki,1,17,9.0
2020,Norway,mtwiki,1,10,5.5
2020,Norway,myvwiki,1,10,5.5
2020,Norway,nawiki,1,10,5.5
2020,Norway,ndswiki,1,10,5.5
2020,Norway,newiki,1,10,5.5
2020,Norway,nlwiki,1,12,6.5
2020,Norway,nnwiki,25,43,34.0
2020,Norway,nowiki,479,497,488.0
2020,Norway,ocwiki,1,10,5.5
2020,Norway,olowiki,1,10,5.5
2020,Norway,orwiki,1,10,5.5
2020,Norway,oswiki,1,10,5.5
2020,Norway,pagwiki,1,10,5.5
2020,Norway,pamwiki,1,10,5.5
2020,Norway,papwiki,1,10,5.5
2020,Norway,pcdwiki,1,10,5.5
2020,Norway,pflwiki,1,10,5.5
2020,Norway,plwiki,1,18,9.5
2020,Norway,pnbwiki,1,10,5.5
2020,Norway,pswiki,1,10,5.5
2020,Norway,ptwiki,1,12,6.5
2020,Norway,quwiki,1,10,5.5
2020,Norway,roa_tarawiki,1,10,5.5
2020,Norway,rowiki,1,10,5.5
2020,Norway,ruewiki,1,10,5.5
2020,Norway,ruwiki,1,10,5.5
2020,Norway,sahwiki,1,10,5.5
2020,Norway,sawiki,1,10,5.5
2020,Norway,scnwiki,1,10,5.5
2020,Norway,scwiki,1,10,5.5
2020,Norway,sewiki,1,12,6.5
2020,Norway,shwiki,1,10,5.5
2020,Norway,simplewiki,1,10,5.5
2020,Norway,skwiki,1,10,5.5
2020,Norway,slwiki,1,10,5.5
2020,Norway,smwiki,1,10,5.5
2020,Norway,snwiki,1,10,5.5
2020,Norway,sowiki,1,10,5.5
2020,Norway,sqwiki,1,10,5.5
2020,Norway,srwiki,1,10,5.5
2020,Norway,suwiki,1,10,5.5
2020,Norway,svwiki,10,28,19.0
2020,Norway,szlwiki,1,10,5.5
2020,Norway,tawiki,1,10,5.5
2020,Norway,tetwiki,1,10,5.5
2020,Norway,tewiki,1,10,5.5
2020,Norway,thwiki,1,10,5.5
2020,Norway,tlwiki,1,10,5.5
2020,Norway,trwiki,1,10,5.5
2020,Norway,ttwiki,1,10,5.5
2020,Norway,tyvwiki,1,10,5.5
2020,Norway,ugwiki,1,10,5.5
2020,Norway,ukwiki,1,10,5.5
2020,Norway,urwiki,1,10,5.5
2020,Norway,vecwiki,1,10,5.5
2020,Norway,vepwiki,1,10,5.5
2020,Norway,viwiki,1,10,5.5
2020,Norway,warwiki,1,10,5.5
2020,Norway,xmfwiki,1,10,5.5
2020,Norway,yowiki,1,10,5.5
2020,Norway,zhwiki,1,10,5.5
2020,Oman,arwiki,15,33,24.0
2020,Oman,arzwiki,1,10,5.5
2020,Oman,bnwiki,1,10,5.5
2020,Oman,dewiki,1,10,5.5
2020,Oman,enwiki,22,36,29.0
2020,Oman,eswiki,1,10,5.5
2020,Oman,fawiki,1,10,5.5
2020,Oman,fiwiki,1,10,5.5
2020,Oman,frwiki,1,10,5.5
2020,Oman,hiwiki,1,10,5.5
2020,Oman,itwiki,1,10,5.5
2020,Oman,kowiki,1,10,5.5
2020,Oman,simplewiki,1,10,5.5
2020,Oman,tawiki,1,10,5.5
2020,Oman,trwiki,1,10,5.5
2020,Oman,urwiki,1,10,5.5
2020,Oman,zhwiki,1,10,5.5
2020,Palau,dewiki,1,10,5.5
2020,Palau,enwiki,1,10,5.5
2020,Palau,jawiki,1,10,5.5
2020,Palau,zhwiki,1,10,5.5
2020,Palestine,arwiki,30,48,39.0
2020,Palestine,arzwiki,1,11,6.0
2020,Palestine,cswiki,1,10,5.5
2020,Palestine,dewiki,1,10,5.5
2020,Palestine,enwiki,5,22,13.5
2020,Palestine,fiwiki,1,10,5.5
2020,Palestine,frwiki,1,10,5.5
2020,Palestine,hewiki,1,10,5.5
2020,Palestine,itwiki,1,10,5.5
2020,Palestine,scowiki,1,10,5.5
2020,Palestine,simplewiki,1,10,5.5
2020,Palestine,trwiki,1,10,5.5
2020,Palestine,ukwiki,1,10,5.5
2020,Panama,azwiki,1,10,5.5
2020,Panama,dawiki,1,10,5.5
2020,Panama,dewiki,1,10,5.5
2020,Panama,enwiki,14,32,23.0
2020,Panama,eswiki,58,76,67.0
2020,Panama,fiwiki,1,10,5.5
2020,Panama,frwiki,1,10,5.5
2020,Panama,hiwiki,1,10,5.5
2020,Panama,idwiki,1,10,5.5
2020,Panama,itwiki,1,10,5.5
2020,Panama,kowiki,1,10,5.5
2020,Panama,ladwiki,1,10,5.5
2020,Panama,ptwiki,1,10,5.5
2020,Panama,ruwiki,1,10,5.5
2020,Panama,simplewiki,1,10,5.5
2020,Panama,smwiki,1,10,5.5
2020,Panama,sqwiki,1,10,5.5
2020,Panama,tlwiki,1,10,5.5
2020,Panama,vewiki,1,10,5.5
2020,Panama,zhwiki,1,10,5.5
2020,Papua New Guinea,dewiki,1,10,5.5
2020,Papua New Guinea,enwiki,1,10,5.5
2020,Paraguay,arwiki,1,10,5.5
2020,Paraguay,cbk_zamwiki,1,10,5.5
2020,Paraguay,dewiki,1,10,5.5
2020,Paraguay,enwiki,12,30,21.0
2020,Paraguay,eswiki,67,85,76.0
2020,Paraguay,euwiki,1,10,5.5
2020,Paraguay,frwiki,1,10,5.5
2020,Paraguay,gnwiki,1,15,8.0
2020,Paraguay,itwiki,1,10,5.5
2020,Paraguay,kowiki,1,10,5.5
2020,Paraguay,plwiki,1,10,5.5
2020,Paraguay,ptwiki,1,10,5.5
2020,Paraguay,srwiki,1,10,5.5
2020,Paraguay,tkwiki,1,10,5.5
2020,Paraguay,zhwiki,1,10,5.5
2020,Peru,arwiki,1,10,5.5
2020,Peru,arzwiki,1,10,5.5
2020,Peru,astwiki,1,10,5.5
2020,Peru,aywiki,1,10,5.5
2020,Peru,azwiki,1,10,5.5
2020,Peru,be_x_oldwiki,1,10,5.5
2020,Peru,bewiki,1,10,5.5
2020,Peru,bgwiki,1,10,5.5
2020,Peru,bnwiki,1,10,5.5
2020,Peru,cawiki,1,13,7.0
2020,Peru,cebwiki,1,10,5.5
2020,Peru,cswiki,1,10,5.5
2020,Peru,dewiki,1,10,5.5
2020,Peru,elwiki,1,10,5.5
2020,Peru,enwiki,106,124,115.0
2020,Peru,eswiki,706,724,715.0
2020,Peru,fawiki,1,10,5.5
2020,Peru,fiwiki,1,10,5.5
2020,Peru,frwiki,1,19,10.0
2020,Peru,glwiki,1,10,5.5
2020,Peru,hiwiki,1,10,5.5
2020,Peru,hrwiki,1,10,5.5
2020,Peru,htwiki,1,10,5.5
2020,Peru,huwiki,1,10,5.5
2020,Peru,idwiki,1,10,5.5
2020,Peru,itwiki,1,10,5.5
2020,Peru,jawiki,1,10,5.5
2020,Peru,kowiki,1,10,5.5
2020,Peru,lawiki,1,10,5.5
2020,Peru,lvwiki,1,10,5.5
2020,Peru,minwiki,1,10,5.5
2020,Peru,mnwiki,1,10,5.5
2020,Peru,mswiki,1,10,5.5
2020,Peru,nlwiki,1,10,5.5
2020,Peru,nnwiki,1,10,5.5
2020,Peru,nowiki,1,10,5.5
2020,Peru,pamwiki,1,10,5.5
2020,Peru,plwiki,1,10,5.5
2020,Peru,pnbwiki,1,10,5.5
2020,Peru,ptwiki,1,13,7.0
2020,Peru,quwiki,1,14,7.5
2020,Peru,rowiki,1,10,5.5
2020,Peru,ruwiki,1,10,5.5
2020,Peru,simplewiki,1,10,5.5
2020,Peru,skwiki,1,10,5.5
2020,Peru,srwiki,1,10,5.5
2020,Peru,svwiki,1,10,5.5
2020,Peru,thwiki,1,10,5.5
2020,Peru,tlwiki,1,10,5.5
2020,Peru,trwiki,1,10,5.5
2020,Peru,ukwiki,1,10,5.5
2020,Peru,viwiki,1,10,5.5
2020,Peru,vlswiki,1,10,5.5
2020,Peru,zhwiki,1,10,5.5
2020,Philippines,afwiki,1,10,5.5
2020,Philippines,arwiki,6,16,11.0
2020,Philippines,astwiki,1,10,5.5
2020,Philippines,azwiki,1,10,5.5
2020,Philippines,bat_smgwiki,1,10,5.5
2020,Philippines,bclwiki,2,20,11.0
2020,Philippines,bgwiki,1,11,6.0
2020,Philippines,bnwiki,1,10,5.5
2020,Philippines,brwiki,1,10,5.5
2020,Philippines,cawiki,1,12,6.5
2020,Philippines,cbk_zamwiki,1,10,5.5
2020,Philippines,cebwiki,1,11,6.0
2020,Philippines,chrwiki,1,10,5.5
2020,Philippines,cswiki,1,11,6.0
2020,Philippines,cywiki,1,10,5.5
2020,Philippines,dawiki,1,10,5.5
2020,Philippines,dewiki,1,15,8.0
2020,Philippines,elwiki,1,10,5.5
2020,Philippines,enwiki,1135,1153,1144.0
2020,Philippines,eowiki,1,10,5.5
2020,Philippines,eswiki,1,10,5.5
2020,Philippines,etwiki,1,10,5.5
2020,Philippines,euwiki,1,10,5.5
2020,Philippines,fawiki,1,10,5.5
2020,Philippines,fiwiki,1,12,6.5
2020,Philippines,frwiki,1,15,8.0
2020,Philippines,gnwiki,1,10,5.5
2020,Philippines,hewiki,1,10,5.5
2020,Philippines,hrwiki,1,10,5.5
2020,Philippines,htwiki,1,10,5.5
2020,Philippines,huwiki,1,12,6.5
2020,Philippines,iawiki,1,10,5.5
2020,Philippines,idwiki,1,10,5.5
2020,Philippines,igwiki,1,10,5.5
2020,Philippines,ilowiki,1,10,5.5
2020,Philippines,iswiki,1,10,5.5
2020,Philippines,itwiki,2,13,7.5
2020,Philippines,jawiki,1,10,5.5
2020,Philippines,kowiki,3,15,9.0
2020,Philippines,kuwiki,1,10,5.5
2020,Philippines,kywiki,1,10,5.5
2020,Philippines,ladwiki,1,10,5.5
2020,Philippines,lawiki,1,10,5.5
2020,Philippines,lvwiki,1,10,5.5
2020,Philippines,mnwiki,1,10,5.5
2020,Philippines,mswiki,1,11,6.0
2020,Philippines,mywiki,1,10,5.5
2020,Philippines,nlwiki,1,10,5.5
2020,Philippines,nowiki,1,10,5.5
2020,Philippines,pagwiki,1,10,5.5
2020,Philippines,pamwiki,1,11,6.0
2020,Philippines,plwiki,1,11,6.0
2020,Philippines,ptwiki,1,13,7.0
2020,Philippines,rowiki,1,10,5.5
2020,Philippines,ruwiki,1,10,5.5
2020,Philippines,shnwiki,1,10,5.5
2020,Philippines,shwiki,1,10,5.5
2020,Philippines,simplewiki,6,20,13.0
2020,Philippines,siwiki,1,10,5.5
2020,Philippines,slwiki,1,10,5.5
2020,Philippines,sowiki,1,10,5.5
2020,Philippines,srwiki,1,10,5.5
2020,Philippines,svwiki,1,11,6.0
2020,Philippines,swwiki,1,10,5.5
2020,Philippines,tawiki,1,10,5.5
2020,Philippines,tgwiki,1,10,5.5
2020,Philippines,thwiki,1,10,5.5
2020,Philippines,tlwiki,32,50,41.0
2020,Philippines,trwiki,1,10,5.5
2020,Philippines,ukwiki,1,11,6.0
2020,Philippines,uzwiki,1,10,5.5
2020,Philippines,vecwiki,1,10,5.5
2020,Philippines,viwiki,1,10,5.5
2020,Philippines,warwiki,1,10,5.5
2020,Philippines,zh_yuewiki,1,10,5.5
2020,Philippines,zhwiki,3,15,9.0
2020,Poland,acewiki,1,10,5.5
2020,Poland,afwiki,1,10,5.5
2020,Poland,akwiki,1,10,5.5
2020,Poland,angwiki,1,10,5.5
2020,Poland,anwiki,1,10,5.5
2020,Poland,arwiki,1,10,5.5
2020,Poland,arzwiki,1,10,5.5
2020,Poland,astwiki,1,10,5.5
2020,Poland,aywiki,1,10,5.5
2020,Poland,azbwiki,1,10,5.5
2020,Poland,azwiki,1,12,6.5
2020,Poland,bat_smgwiki,1,10,5.5
2020,Poland,bawiki,1,10,5.5
2020,Poland,be_x_oldwiki,1,10,5.5
2020,Poland,bewiki,2,20,11.0
2020,Poland,bgwiki,1,10,5.5
2020,Poland,bjnwiki,1,10,5.5
2020,Poland,bnwiki,1,10,5.5
2020,Poland,bswiki,1,10,5.5
2020,Poland,cawiki,1,10,5.5
2020,Poland,cebwiki,1,10,5.5
2020,Poland,ckbwiki,1,10,5.5
2020,Poland,csbwiki,1,10,5.5
2020,Poland,cswiki,1,12,6.5
2020,Poland,cuwiki,1,10,5.5
2020,Poland,dawiki,1,10,5.5
2020,Poland,dewiki,26,44,35.0
2020,Poland,dsbwiki,1,10,5.5
2020,Poland,elwiki,1,12,6.5
2020,Poland,enwiki,462,480,471.0
2020,Poland,eowiki,2,20,11.0
2020,Poland,eswiki,12,22,17.0
2020,Poland,etwiki,1,10,5.5
2020,Poland,fawiki,1,17,9.0
2020,Poland,fiu_vrowiki,1,10,5.5
2020,Poland,fiwiki,1,10,5.5
2020,Poland,frwiki,12,24,18.0
2020,Poland,glwiki,1,10,5.5
2020,Poland,hewiki,1,10,5.5
2020,Poland,hiwiki,1,10,5.5
2020,Poland,hrwiki,1,10,5.5
2020,Poland,huwiki,1,10,5.5
2020,Poland,hywiki,1,10,5.5
2020,Poland,idwiki,1,10,5.5
2020,Poland,iewiki,1,10,5.5
2020,Poland,inhwiki,2,20,11.0
2020,Poland,itwiki,15,30,22.5
2020,Poland,jawiki,1,10,5.5
2020,Poland,kabwiki,1,10,5.5
2020,Poland,kawiki,1,10,5.5
2020,Poland,kbdwiki,1,10,5.5
2020,Poland,kkwiki,1,10,5.5
2020,Poland,klwiki,1,10,5.5
2020,Poland,kowiki,1,10,5.5
2020,Poland,kuwiki,1,10,5.5
2020,Poland,kywiki,1,10,5.5
2020,Poland,lawiki,1,10,5.5
2020,Poland,lbwiki,1,10,5.5
2020,Poland,liwiki,1,10,5.5
2020,Poland,lldwiki,1,10,5.5
2020,Poland,lmowiki,1,10,5.5
2020,Poland,ltwiki,1,10,5.5
2020,Poland,lvwiki,1,10,5.5
2020,Poland,mdfwiki,1,10,5.5
2020,Poland,mkwiki,1,10,5.5
2020,Poland,mnwiki,1,10,5.5
2020,Poland,mswiki,1,10,5.5
2020,Poland,nlwiki,1,14,7.5
2020,Poland,nnwiki,1,10,5.5
2020,Poland,nowiki,1,11,6.0
2020,Poland,ocwiki,1,10,5.5
2020,Poland,oswiki,1,10,5.5
2020,Poland,plwiki,2179,2197,2188.0
2020,Poland,ptwiki,1,11,6.0
2020,Poland,rowiki,1,10,5.5
2020,Poland,ruwiki,18,36,27.0
2020,Poland,sahwiki,1,10,5.5
2020,Poland,scnwiki,1,10,5.5
2020,Poland,scowiki,1,10,5.5
2020,Poland,sewiki,1,10,5.5
2020,Poland,shwiki,1,10,5.5
2020,Poland,simplewiki,1,10,5.5
2020,Poland,skwiki,1,15,8.0
2020,Poland,slwiki,1,10,5.5
2020,Poland,snwiki,1,10,5.5
2020,Poland,sqwiki,1,10,5.5
2020,Poland,srwiki,1,10,5.5
2020,Poland,svwiki,1,10,5.5
2020,Poland,szlwiki,1,10,5.5
2020,Poland,thwiki,1,10,5.5
2020,Poland,tlwiki,1,10,5.5
2020,Poland,trwiki,1,11,6.0
2020,Poland,ukwiki,12,30,21.0
2020,Poland,uzwiki,1,10,5.5
2020,Poland,vecwiki,1,10,5.5
2020,Poland,vepwiki,1,10,5.5
2020,Poland,viwiki,1,11,6.0
2020,Poland,vowiki,1,12,6.5
2020,Poland,wawiki,1,10,5.5
2020,Poland,wuuwiki,1,10,5.5
2020,Poland,zh_min_nanwiki,1,10,5.5
2020,Poland,zhwiki,1,10,5.5
2020,Portugal,abwiki,1,10,5.5
2020,Portugal,acewiki,1,10,5.5
2020,Portugal,anwiki,1,10,5.5
2020,Portugal,astwiki,1,10,5.5
2020,Portugal,azwiki,1,10,5.5
2020,Portugal,bgwiki,1,10,5.5
2020,Portugal,cawiki,1,10,5.5
2020,Portugal,ckbwiki,1,10,5.5
2020,Portugal,crhwiki,1,10,5.5
2020,Portugal,cswiki,1,10,5.5
2020,Portugal,dawiki,1,10,5.5
2020,Portugal,dewiki,2,14,8.0
2020,Portugal,dinwiki,1,10,5.5
2020,Portugal,enwiki,192,210,201.0
2020,Portugal,eowiki,1,10,5.5
2020,Portugal,eswiki,12,24,18.0
2020,Portugal,euwiki,1,10,5.5
2020,Portugal,fawiki,1,10,5.5
2020,Portugal,fiwiki,1,10,5.5
2020,Portugal,frwiki,7,25,16.0
2020,Portugal,gawiki,1,10,5.5
2020,Portugal,glwiki,1,12,6.5
2020,Portugal,hewiki,1,10,5.5
2020,Portugal,hrwiki,1,10,5.5
2020,Portugal,huwiki,1,10,5.5
2020,Portugal,iawiki,1,10,5.5
2020,Portugal,idwiki,1,10,5.5
2020,Portugal,iowiki,1,10,5.5
2020,Portugal,itwiki,1,10,5.5
2020,Portugal,iuwiki,1,10,5.5
2020,Portugal,jawiki,1,10,5.5
2020,Portugal,jvwiki,1,10,5.5
2020,Portugal,kawiki,1,10,5.5
2020,Portugal,klwiki,1,10,5.5
2020,Portugal,kowiki,1,10,5.5
2020,Portugal,maiwiki,1,10,5.5
2020,Portugal,mswiki,1,10,5.5
2020,Portugal,mwlwiki,1,10,5.5
2020,Portugal,newiki,1,10,5.5
2020,Portugal,nlwiki,1,10,5.5
2020,Portugal,plwiki,1,10,5.5
2020,Portugal,ptwiki,358,376,367.0
2020,Portugal,rowiki,1,10,5.5
2020,Portugal,ruwiki,1,16,8.5
2020,Portugal,scowiki,1,10,5.5
2020,Portugal,shwiki,1,10,5.5
2020,Portugal,simplewiki,1,10,5.5
2020,Portugal,skwiki,1,10,5.5
2020,Portugal,srwiki,1,10,5.5
2020,Portugal,svwiki,1,10,5.5
2020,Portugal,trwiki,1,10,5.5
2020,Portugal,ukwiki,1,10,5.5
2020,Portugal,vecwiki,1,10,5.5
2020,Portugal,wowiki,1,10,5.5
2020,Portugal,zhwiki,1,10,5.5
2020,Puerto Rico,cawiki,1,10,5.5
2020,Puerto Rico,dewiki,1,10,5.5
2020,Puerto Rico,enwiki,71,89,80.0
2020,Puerto Rico,eswiki,25,43,34.0
2020,Puerto Rico,frwiki,1,10,5.5
2020,Puerto Rico,huwiki,1,10,5.5
2020,Puerto Rico,itwiki,1,10,5.5
2020,Puerto Rico,jawiki,1,10,5.5
2020,Puerto Rico,plwiki,1,10,5.5
2020,Puerto Rico,ptwiki,1,10,5.5
2020,Puerto Rico,quwiki,1,10,5.5
2020,Puerto Rico,simplewiki,1,10,5.5
2020,Puerto Rico,slwiki,1,10,5.5
2020,Puerto Rico,zhwiki,1,10,5.5
2020,Qatar,arwiki,8,21,14.5
2020,Qatar,arzwiki,1,10,5.5
2020,Qatar,bnwiki,1,12,6.5
2020,Qatar,cowiki,1,10,5.5
2020,Qatar,dawiki,1,10,5.5
2020,Qatar,elwiki,1,10,5.5
2020,Qatar,enwiki,41,59,50.0
2020,Qatar,eswiki,1,10,5.5
2020,Qatar,fawiki,1,10,5.5
2020,Qatar,frwiki,1,10,5.5
2020,Qatar,hiwiki,1,10,5.5
2020,Qatar,idwiki,1,10,5.5
2020,Qatar,itwiki,1,10,5.5
2020,Qatar,jawiki,1,10,5.5
2020,Qatar,kowiki,1,10,5.5
2020,Qatar,mlwiki,1,11,6.0
2020,Qatar,newiki,1,10,5.5
2020,Qatar,nlwiki,1,10,5.5
2020,Qatar,pswiki,1,10,5.5
2020,Qatar,ruwiki,1,10,5.5
2020,Qatar,simplewiki,1,10,5.5
2020,Qatar,snwiki,1,10,5.5
2020,Qatar,svwiki,1,10,5.5
2020,Qatar,tawiki,1,10,5.5
2020,Qatar,tcywiki,1,10,5.5
2020,Qatar,tewiki,1,10,5.5
2020,Qatar,zuwiki,1,10,5.5
2020,Republic of the Congo,enwiki,1,10,5.5
2020,Republic of the Congo,frwiki,1,14,7.5
2020,Republic of the Congo,zhwiki,1,10,5.5
2020,Romania,abwiki,1,10,5.5
2020,Romania,afwiki,1,10,5.5
2020,Romania,arwiki,1,10,5.5
2020,Romania,astwiki,1,10,5.5
2020,Romania,azbwiki,1,10,5.5
2020,Romania,azwiki,1,10,5.5
2020,Romania,bgwiki,1,10,5.5
2020,Romania,ckbwiki,1,10,5.5
2020,Romania,cswiki,1,11,6.0
2020,Romania,cywiki,1,10,5.5
2020,Romania,dewiki,1,11,6.0
2020,Romania,diqwiki,1,10,5.5
2020,Romania,elwiki,1,10,5.5
2020,Romania,emlwiki,1,10,5.5
2020,Romania,enwiki,242,260,251.0
2020,Romania,eowiki,1,10,5.5
2020,Romania,eswiki,1,10,5.5
2020,Romania,fawiki,1,10,5.5
2020,Romania,fiwiki,1,10,5.5
2020,Romania,frwiki,11,28,19.5
2020,Romania,hawiki,1,10,5.5
2020,Romania,hewiki,1,10,5.5
2020,Romania,huwiki,22,40,31.0
2020,Romania,hywiki,1,10,5.5
2020,Romania,hywwiki,1,10,5.5
2020,Romania,idwiki,1,10,5.5
2020,Romania,itwiki,2,19,10.5
2020,Romania,jawiki,1,10,5.5
2020,Romania,kawiki,1,10,5.5
2020,Romania,lawiki,1,10,5.5
2020,Romania,mswiki,1,10,5.5
2020,Romania,nahwiki,1,10,5.5
2020,Romania,nlwiki,1,10,5.5
2020,Romania,nowiki,1,10,5.5
2020,Romania,pcdwiki,1,10,5.5
2020,Romania,plwiki,1,10,5.5
2020,Romania,ptwiki,1,10,5.5
2020,Romania,rowiki,317,335,326.0
2020,Romania,ruwiki,1,10,5.5
2020,Romania,scowiki,1,10,5.5
2020,Romania,shwiki,1,10,5.5
2020,Romania,simplewiki,1,10,5.5
2020,Romania,skwiki,1,10,5.5
2020,Romania,slwiki,1,10,5.5
2020,Romania,sqwiki,1,10,5.5
2020,Romania,srwiki,1,10,5.5
2020,Romania,sswiki,1,10,5.5
2020,Romania,stwiki,1,10,5.5
2020,Romania,svwiki,1,10,5.5
2020,Romania,trwiki,1,10,5.5
2020,Romania,ukwiki,1,13,7.0
2020,Romania,zh_min_nanwiki,1,10,5.5
2020,Romania,zhwiki,1,13,7.0
2020,Rwanda,enwiki,3,15,9.0
2020,Rwanda,frwiki,1,12,6.5
